`,Replicate,IndividualID,FoodDate,Sex,PupationDate,PupalMass,PupationAge,EmergenceDate,EmergenceAge,Ultrasound,,,,,,,,,,,,,,
1 to 3,9,41,7/17/17,M,NA,0.3447,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,15,5,8/14/17,M,8/26/17,0.3443,12,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,1,56,5/2/17,M,5/13/17,0.3443,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,28,8/14/17,M,8/26/17,0.3442,12,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,15,39,8/14/17,M,8/26/17,0.3442,12,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,4,24,5/30/17,M,6/10/17,0.3441,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,5,6/25/19,M,7/4/19,0.3441,9,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,52,11/27/17,M,12/11/17,0.3439,14,12/22/17,25,N,,,,,,,,,,,,,,
1 to 3,14,54,8/10/17,M,8/22/17,0.3437,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,62,8/8/17,M,8/21/17,0.3437,14,8/31/17,23,N,,,,,,,,,,,,,,
1 to 3,20,65,9/5/17,M,9/19/17,0.3436,14,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,14,39,8/10/17,M,8/21/17,0.3435,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,15,3/12/18,M,NA,0.3435,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,60,5/2/17,M,5/13/17,0.3434,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,25,11/27/17,M,12/9/17,0.3434,12,12/22/17,25,N,,,,,,,,,,,,,,
1 to 3,9,11,7/17/17,M,NA,0.343,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,19,7,9/1/17,M,NA,0.3429,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,12,21,8/8/17,M,8/19/17,0.3428,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,1,24,5/2/17,M,5/13/17,0.3427,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,59,8/7/17,M,8/19/17,0.3427,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,7,37,7/3/17,M,7/15/17,0.3426,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,45,8/8/17,M,8/19/17,0.3426,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,12,46,8/8/17,M,8/19/17,0.3425,12,8/31/17,23,N,,,,,,,,,,,,,,
1 to 3,14,48,8/10/17,M,8/22/17,0.3424,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,8,12/4/17,M,12/16/17,0.3424,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,63,8/14/17,M,8/25/17,0.3423,11,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,26,61,10/30/17,M,11/11/17,0.3423,13,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,31,43,12/11/17,M,NA,0.3423,NA,1/13/18,33,N,,,,,,,,,,,,,,
1 to 3,16,17,8/28/17,M,NA,0.3421,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,10,12,8/3/17,M,8/14/17,0.3418,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,56,6/12/17,M,NA,0.3417,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,11,11/27/17,M,12/12/17,0.3417,15,DEAD,NA,N,,,,,,,,,,,,,,
1 to 3,33,5,2/20/18,M,3/4/18,0.3415,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,56,8/7/17,M,8/19/17,0.3412,13,8/30/17,23,N,,,,,,,,,,,,,,
1 to 3,15,58,8/14/17,M,8/25/17,0.3411,11,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,12,52,8/8/17,M,8/19/17,0.3411,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,15,57,8/18/17,M,8/29/17,0.3406,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,38,8/18/17,M,8/29/17,0.3404,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,31,6/12/17,M,NA,0.3403,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,47,8/18/17,M,8/29/17,0.3403,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,30,7/17/17,M,NA,0.3402,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,14,7,8/14/17,M,8/23/17,0.34,11,9/2/17,19,N,,,,,,,,,,,,,,
1 to 3,28,65,11/27/17,M,12/10/17,0.3399,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,7,6/25/19,M,7/5/19,0.3398,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,27,8/14/17,M,8/26/17,0.3397,12,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,12,32,8/14/17,M,8/25/17,0.3397,11,9/5/17,22,N,,,,,,,,,,,,,,
1 to 3,28,13,11/27/17,M,12/10/17,0.3397,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,4,27,5/30/17,M,6/10/17,0.3394,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,28,8/8/17,M,8/19/17,0.3394,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,18,44,8/30/17,M,NA,0.3394,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,1,10/30/17,M,11/12/17,0.3394,14,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,9,10,7/17/17,M,NA,0.3392,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,16,59,8/28/17,M,NA,0.3392,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,16,5/2/17,M,5/13/17,0.339,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,48,7/17/17,M,NA,0.339,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,25,27,10/25/17,M,11/8/17,0.339,15,11/20/17,26,N,,,,,,,,,,,,,,
1 to 3,31,31,12/10/17,M,NA,0.339,NA,1/11/18,32,N,,,,,,,,,,,,,,
1 to 3,9,50,7/17/17,M,NA,0.3389,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,34,38,3/12/18,M,NA,0.3389,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,56,3/12/18,M,NA,0.3388,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,52,3/12/18,M,NA,0.3387,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,64,5/2/17,M,5/13/17,0.3386,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,3,8/14/17,M,8/26/17,0.3385,12,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,33,4,2/20/18,M,3/5/18,0.3384,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,13,13,8/14/17,M,8/23/17,0.3382,11,9/2/17,19,N,,,,,,,,,,,,,,
1 to 3,12,29,8/14/17,M,8/27/17,0.3381,13,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,31,13,12/10/17,M,NA,0.3379,NA,1/12/18,33,N,,,,,,,,,,,,,,
1 to 3,1,3,6/14/17,M,NA,0.3378,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,10,8/14/17,M,8/27/17,0.3378,13,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,12,5,8/8/17,M,8/21/17,0.3378,14,8/31/17,23,N,,,,,,,,,,,,,,
1 to 3,7,26,7/3/17,M,7/15/17,0.3376,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,17,7/17/17,M,NA,0.3374,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,9,37,7/17/17,M,NA,0.3374,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,14,11,8/14/17,M,8/23/17,0.3374,11,9/2/17,19,N,,,,,,,,,,,,,,
1 to 3,9,68,7/18/17,M,NA,0.3372,NA,8/6/17,19,N,,,,,,,,,,,,,,
1 to 3,9,43,7/17/17,M,NA,0.3365,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,14,79,8/10/17,M,8/21/17,0.3363,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,56,10/30/17,M,11/12/17,0.3359,14,11/23/17,24,N,,,,,,,,,,,,,,
1 to 3,15,44,8/14/17,M,8/25/17,0.3358,11,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,29,39,12/4/17,M,12/17/17,0.3358,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,31,35,12/11/17,M,NA,0.3357,NA,1/13/18,33,N,,,,,,,,,,,,,,
1 to 3,15,8,8/18/17,M,8/29/17,0.3356,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,25,38,10/25/17,M,11/8/17,0.3356,15,11/19/17,25,N,,,,,,,,,,,,,,
1 to 3,1,57,5/2/17,M,5/13/17,0.3355,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,49,8/8/17,M,8/19/17,0.3355,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,14,24,8/10/17,M,8/21/17,0.3353,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,55,8/7/17,M,8/19/17,0.3352,13,8/30/17,23,N,,,,,,,,,,,,,,
1 to 3,14,82,8/10/17,M,8/21/17,0.3351,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,3,7/17/17,M,NA,0.3351,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,15,14,8/18/17,M,8/29/17,0.3351,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,23,11/27/17,M,12/10/17,0.335,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,21,8/10/17,M,8/22/17,0.3347,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,44,7/17/17,M,NA,0.3347,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,9,13,7/17/17,M,NA,0.3344,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,7,21,7/3/17,M,7/14/17,0.3342,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,25,43,10/25/17,M,11/7/17,0.3342,14,11/20/17,26,N,,,,,,,,,,,,,,
1 to 3,23,24,10/3/17,M,NA,0.3341,NA,10/26/17,23,N,,,,,,,,,,,,,,
1 to 3,25,20,10/25/17,M,11/8/17,0.3341,15,11/17/17,23,N,,,,,,,,,,,,,,
1 to 3,14,70,8/10/17,M,8/22/17,0.3337,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,26,7/17/17,M,NA,0.3336,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,34,43,3/12/18,M,NA,0.3336,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,38,10/30/17,M,11/12/17,0.3335,14,11/24/17,25,N,,,,,,,,,,,,,,
1 to 3,11,6,8/11/17,M,8/23/17,0.3331,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,60,8/14/17,M,8/25/17,0.3331,11,9/5/17,22,N,,,,,,,,,,,,,,
1 to 3,10,17,8/3/17,M,8/14/17,0.3328,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,10,49,8/3/17,M,8/14/17,0.3325,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,12,8/28/17,M,NA,0.3323,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,73,8/10/17,M,8/21/17,0.332,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,6,3/12/18,M,NA,0.332,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,40,12/4/17,M,12/16/17,0.3319,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,4,17,5/30/17,M,6/10/17,0.3315,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,1,8/7/17,M,8/19/17,0.331,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,25,26,10/25/17,M,11/8/17,0.331,15,11/17/17,23,N,,,,,,,,,,,,,,
1 to 3,14,72,8/10/17,M,8/21/17,0.3307,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,54,5/2/17,M,5/13/17,0.3307,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,22,7/3/17,M,7/15/17,0.3306,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,4,12,5/30/17,M,6/10/17,0.3305,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,15,7/17/17,M,NA,0.3303,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,18,39,8/30/17,M,NA,0.3303,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,21,6/26/19,M,7/6/19,0.3301,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,4,1,5/30/17,M,6/10/17,0.33,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,30,3/12/18,M,NA,0.3296,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,17,14,8/28/17,M,NA,0.3295,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,54,3/12/18,M,NA,0.3293,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,27,6/26/19,M,7/7/19,0.3293,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,4,7/17/17,M,NA,0.3292,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,14,65,8/10/17,M,8/22/17,0.3291,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,23,5/2/17,M,5/13/17,0.3291,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,4,8/8/17,M,8/20/17,0.3291,13,8/31/17,23,N,,,,,,,,,,,,,,
1 to 3,21,1,9/6/17,M,9/20/17,0.3291,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,15,5/2/17,M,5/13/17,0.329,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,59,11/27/17,M,12/9/17,0.3289,12,12/22/17,25,N,,,,,,,,,,,,,,
1 to 3,14,62,8/10/17,M,8/21/17,0.3288,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,60,8/14/17,M,8/25/17,0.3288,11,9/5/17,22,N,,,,,,,,,,,,,,
1 to 3,18,26,8/30/17,M,9/15/17,0.3288,16,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,22,11/27/17,M,12/11/17,0.3288,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,57,11/27/17,M,12/9/17,0.3288,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,31,54,12/11/17,M,NA,0.3287,NA,1/13/18,33,N,,,,,,,,,,,,,,
1 to 3,14,33,8/10/17,M,8/22/17,0.3285,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,29,8/10/17,M,8/21/17,0.3284,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,4,2,5/30/17,M,6/10/17,0.3284,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,37,8/18/17,M,8/29/17,0.3284,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,33,8,2/20/18,M,3/5/18,0.3284,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,21,7/17/17,M,NA,0.3283,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,12,7,8/8/17,M,8/19/17,0.3283,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,28,36,11/27/17,M,12/11/17,0.3282,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,48,8/7/17,M,8/19/17,0.3281,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,19,51,9/1/17,M,NA,0.3279,NA,9/23/17,22,N,,,,,,,,,,,,,,
1 to 3,1,8,5/2/17,M,5/13/17,0.3278,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,29,3/12/18,M,NA,0.3276,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,18,6/26/19,M,7/6/19,0.3276,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,48,10/30/17,M,11/12/17,0.3275,14,11/23/17,24,N,,,,,,,,,,,,,,
1 to 3,4,22,5/30/17,M,6/10/17,0.3273,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,27,8/11/17,M,8/22/17,0.3267,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,24,8/8/17,M,8/19/17,0.3266,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,26,23,10/30/17,M,11/12/17,0.3262,14,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,31,6,12/10/17,M,NA,0.326,NA,1/11/18,32,N,,,,,,,,,,,,,,
1 to 3,14,49,8/10/17,M,8/22/17,0.3259,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,51,8/7/17,M,8/19/17,0.3259,13,8/30/17,23,N,,,,,,,,,,,,,,
1 to 3,25,2,10/25/17,M,11/8/17,0.3259,15,11/17/17,23,N,,,,,,,,,,,,,,
1 to 3,11,38,8/7/17,M,8/19/17,0.3258,13,8/30/17,23,N,,,,,,,,,,,,,,
1 to 3,101,24,6/26/19,M,7/6/19,0.3253,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,41,12/4/17,M,12/20/17,0.3251,16,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,35,10/30/17,M,11/12/17,0.3248,14,11/23/17,24,N,,,,,,,,,,,,,,
1 to 3,29,57,12/4/17,M,12/16/17,0.3245,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,18,8/11/17,M,8/22/17,0.3244,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,10,22,8/3/17,M,8/14/17,0.3241,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,26,12/4/17,M,12/16/17,0.3238,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,43,8/8/17,M,8/19/17,0.3236,12,8/31/17,23,N,,,,,,,,,,,,,,
1 to 3,14,36,8/10/17,M,8/21/17,0.3235,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,5,8/7/17,M,8/19/17,0.3235,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,14,16,8/10/17,M,8/22/17,0.3234,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,31,8/14/17,M,8/25/17,0.3233,11,9/5/17,22,N,,,,,,,,,,,,,,
1 to 3,7,60,7/3/17,M,7/15/17,0.3231,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,7,6/12/17,M,NA,0.323,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,22,8/18/17,M,8/29/17,0.323,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,17,9/1/17,M,NA,0.3227,NA,9/24/17,23,N,,,,,,,,,,,,,,
1 to 3,1,52,5/2/17,M,5/13/17,0.3225,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,53,9/1/17,M,NA,0.3223,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,12,61,8/8/17,M,8/19/17,0.3221,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,34,37,3/12/18,M,NA,0.3221,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,16,6/26/19,M,7/6/19,0.3221,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,2,8/18/17,M,8/29/17,0.3218,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,22,8/10/17,M,8/22/17,0.3217,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,9,8/14/17,M,8/26/17,0.3217,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,14,32,8/10/17,M,8/21/17,0.3216,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,4,15,5/30/17,M,6/10/17,0.3215,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,15,8/28/17,M,NA,0.3215,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,33,32,2/20/18,M,3/5/18,0.3215,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,26,8/14/17,M,8/26/17,0.3213,12,9/4/17,21,N,,,,,,,,,,,,,,
1 to 3,1,59,5/2/17,M,5/13/17,0.3212,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,69,8/10/17,M,8/21/17,0.3211,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,84,8/10/17,M,8/21/17,0.3211,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,8,6/25/19,M,7/5/19,0.3209,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,2,8/14/17,M,8/26/17,0.3206,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,12,27,8/8/17,M,8/21/17,0.3206,14,8/31/17,23,N,,,,,,,,,,,,,,
1 to 3,7,27,7/3/17,M,7/15/17,0.32,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,28,8/11/17,M,8/22/17,0.3195,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,4,8,5/30/17,M,6/10/17,0.3195,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,31,3/12/18,M,NA,0.3194,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,43,8/7/17,M,8/19/17,0.319,13,8/28/17,21,N,,,,,,,,,,,,,,
1 to 3,14,89,8/10/17,M,8/21/17,0.3187,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,51,12/4/17,M,12/16/17,0.3187,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,4,32,5/30/17,M,6/10/17,0.3186,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,11,8/11/17,M,8/22/17,0.3184,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,35,8/18/17,M,8/29/17,0.3184,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,51,8/10/17,M,8/22/17,0.318,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,39,11/27/17,M,12/11/17,0.3179,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,17,3/12/18,M,NA,0.3179,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,28,7/3/17,M,7/14/17,0.3175,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,13,3,8/14/17,M,8/23/17,0.3174,11,9/2/17,19,N,,,,,,,,,,,,,,
1 to 3,14,19,8/10/17,M,8/22/17,0.3173,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,38,8/10/17,M,8/21/17,0.3173,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,68,9/5/17,M,9/20/17,0.3173,15,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,15,50,8/18/17,M,8/29/17,0.3172,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,44,8/10/17,M,8/22/17,0.3171,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,4,5,5/30/17,M,6/10/17,0.317,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,46,8/18/17,M,8/29/17,0.3168,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,15,8/10/17,M,8/22/17,0.3161,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,6,6/12/17,M,NA,0.316,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,17,8/18/17,M,8/29/17,0.3156,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,20,7/17/17,M,NA,0.3155,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,34,42,3/12/18,M,NA,0.3154,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,13,12,8/14/17,M,8/23/17,0.3153,11,9/2/17,19,N,,,,,,,,,,,,,,
1 to 3,14,26,8/14/17,M,8/23/17,0.3153,11,9/2/17,19,N,,,,,,,,,,,,,,
1 to 3,11,19,8/7/17,M,8/21/17,0.3149,15,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,14,10,8/10/17,M,8/21/17,0.3143,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,21,12/4/17,M,12/16/17,0.3142,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,28,8/10/17,M,8/21/17,0.314,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,29,8/7/17,M,8/19/17,0.3138,13,8/31/17,24,N,,,,,,,,,,,,,,
1 to 3,15,56,8/18/17,M,8/29/17,0.3137,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,58,3/12/18,M,NA,0.3137,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,63,8/10/17,M,8/21/17,0.3136,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,24,3/12/18,M,NA,0.3136,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,22,8/14/17,M,8/26/17,0.3132,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,14,78,8/10/17,M,8/22/17,0.3131,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,27,8/10/17,M,8/21/17,0.3127,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,25,8/10/17,M,8/21/17,0.3124,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,53,8/10/17,M,8/22/17,0.3124,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,52,7/3/17,M,7/15/17,0.3124,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,40,8/7/17,M,8/19/17,0.3119,13,8/30/17,23,N,,,,,,,,,,,,,,
1 to 3,15,64,8/14/17,M,8/25/17,0.3118,11,9/5/17,22,N,,,,,,,,,,,,,,
1 to 3,15,43,8/18/17,M,8/29/17,0.3118,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,5,8/11/17,M,8/22/17,0.3117,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,55,8/10/17,M,8/21/17,0.3115,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,71,8/10/17,M,8/22/17,0.3115,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,7,3/12/18,M,NA,0.3115,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,9,3/12/18,M,NA,0.3114,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,66,7/18/17,M,NA,0.3111,NA,8/6/17,19,N,,,,,,,,,,,,,,
1 to 3,17,2,8/28/17,M,NA,0.311,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,3,9/5/17,M,9/17/17,0.311,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,15,48,8/14/17,M,8/25/17,0.3109,11,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,15,63,8/18/17,M,8/29/17,0.3106,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,14,8/8/17,M,8/19/17,0.3104,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,9,59,7/17/17,M,NA,0.3101,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,23,16,10/3/17,M,NA,0.3099,NA,10/26/17,23,N,,,,,,,,,,,,,,
1 to 3,101,39,6/26/19,M,7/6/19,0.3099,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,2,8/14/17,M,8/23/17,0.3097,11,9/2/17,19,N,,,,,,,,,,,,,,
1 to 3,15,61,8/18/17,M,8/29/17,0.3096,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,51,8/8/17,M,8/19/17,0.3094,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,28,17,11/27/17,M,12/11/17,0.3092,14,NA,NA,N,,,,,,,,,,,,,,
